id,fishmode,d,p,q,mode,income
264,private,0.0,13.122,0.0499,beach,5.4166665
264,charter,0.0,42.122,0.2421,beach,5.4166665
265,beach,0.0,5.922,0.0678,private,2.0833333
265,pier,0.0,5.922,0.0503,private,2.0833333
265,private,1.0,5.922,0.0276,private,2.0833333
265,charter,0.0,30.922,0.0029,private,2.0833333
266,beach,0.0,15.87,0.0678,pier,3.75
266,pier,1.0,15.87,0.0503,pier,3.75
266,private,0.0,15.87,0.0276,pier,3.75
266,charter,0.0,40.87,0.0029,pier,3.75
267,beach,0.0,6.45,0.0678,private,0.4166667
267,pier,0.0,6.45,0.0789,private,0.4166667
267,private,1.0,3.87,0.0014,private,0.4166667
267,charter,0.0,32.87,0.0029,private,0.4166667
268,beach,0.0,12.58,0.0678,private,4.583332
268,pier,0.0,12.58,0.0503,private,4.583332
268,private,1.0,12.58,0.0276,private,4.583332
268,charter,0.0,37.58,0.0029,private,4.583332
269,beach,0.0,6.58,0.0678,private,2.0833333
269,pier,0.0,6.58,0.0052,private,2.0833333
269,private,1.0,6.58,0.1491,private,2.0833333
269,charter,0.0,31.58,0.2421,private,2.0833333
270,beach,0.0,6.58,0.0678,pier,2.0833333
270,pier,1.0,6.58,0.0503,pier,2.0833333
270,private,0.0,6.58,0.2601,pier,2.0833333
270,charter,0.0,31.58,0.5391,pier,2.0833333
271,beach,0.0,7.722,0.0678,charter,2.9166665
271,pier,0.0,7.722,0.0503,charter,2.9166665
271,private,0.0,7.722,0.0276,charter,2.9166665
271,charter,1.0,32.722,0.0029,charter,2.9166665
272,beach,0.0,164.5,0.5333,private,2.0833333
272,pier,0.0,164.5,0.4522,private,2.0833333
272,private,1.0,3.29,0.1665,private,2.0833333
272,charter,0.0,38.29,0.3975,private,2.0833333
273,beach,0.0,5.29,0.0678,charter,3.75
273,pier,0.0,5.29,0.0503,charter,3.75
273,private,0.0,5.29,0.0276,charter,3.75
273,charter,1.0,30.29,0.0029,charter,3.75
274,beach,0.0,3.29,0.0678,private,2.0833333
274,pier,0.0,3.29,0.0789,private,2.0833333
274,private,1.0,3.29,0.0014,private,2.0833333
274,charter,0.0,32.29,0.0029,private,2.0833333
275,beach,0.0,5.29,0.0678,charter,3.75
275,pier,0.0,5.29,0.0789,charter,3.75
275,private,0.0,5.29,0.0971,charter,3.75
275,charter,1.0,34.29,0.1648,charter,3.75
276,beach,0.0,2.29,0.0678,pier,1.2499998
276,pier,1.0,2.29,0.0789,pier,1.2499998
276,private,0.0,2.29,0.0971,pier,1.2499998
276,charter,0.0,31.29,0.1648,pier,1.2499998
277,beach,0.0,264.5,0.5333,private,3.75
277,pier,0.0,264.5,0.4522,private,3.75
277,private,1.0,5.29,0.0051,private,3.75
277,charter,0.0,40.29,1.0266,private,3.75
278,beach,0.0,7.29,0.0678,charter,5.4166665
278,pier,0.0,7.29,0.0789,charter,5.4166665
278,private,0.0,7.29,0.0014,charter,5.4166665
278,charter,1.0,36.29,0.0029,charter,5.4166665
279,beach,1.0,13.29,0.0678,beach,10.416666
279,pier,0.0,13.29,0.0789,beach,10.416666
279,private,0.0,13.29,0.1643,beach,10.416666
279,charter,0.0,42.29,0.0041,beach,10.416666
280,beach,0.0,214.5,0.5333,charter,2.9166665
280,pier,0.0,214.5,0.4522,charter,2.9166665
280,private,0.0,4.29,0.2413,charter,2.9166665
280,charter,1.0,39.29,1.0266,charter,2.9166665
281,beach,0.0,4.29,0.0678,charter,2.9166665
281,pier,0.0,4.29,0.0503,charter,2.9166665
281,private,0.0,4.29,0.023,charter,2.9166665
281,charter,1.0,29.29,0.1648,charter,2.9166665
282,beach,0.0,166.212,0.1049,charter,5.4166665
282,pier,0.0,166.212,0.0079,charter,5.4166665
282,private,0.0,7.29,0.0613,charter,5.4166665
282,charter,1.0,31.29,0.3087,charter,5.4166665
283,beach,0.0,6.29,0.0678,charter,4.583332
283,pier,0.0,6.29,0.0789,charter,4.583332
283,private,0.0,6.29,0.0971,charter,4.583332
283,charter,1.0,35.29,0.1648,charter,4.583332
284,beach,0.0,189.012,0.1049,private,6.2500014
284,pier,0.0,189.012,0.0079,private,6.2500014
284,private,1.0,8.29,0.0613,private,6.2500014
284,charter,0.0,32.29,0.3087,private,6.2500014
285,beach,0.0,164.5,0.5333,charter,2.0833333
285,pier,0.0,164.5,0.0069,charter,2.0833333
285,private,0.0,3.29,0.0361,charter,2.0833333
285,charter,1.0,38.29,0.4216,charter,2.0833333
286,beach,0.0,4.29,0.0678,charter,2.9166665
286,pier,0.0,4.29,0.0025,charter,2.9166665
286,private,0.0,4.29,0.0499,charter,2.9166665
286,charter,1.0,33.29,0.2421,charter,2.9166665
287,beach,0.0,114.5,0.5333,charter,1.2499998
287,pier,0.0,114.5,0.4522,charter,1.2499998
287,private,0.0,2.29,0.2413,charter,1.2499998
287,charter,1.0,37.29,1.0266,charter,1.2499998
288,beach,0.0,2.29,0.0678,pier,1.2499998
288,pier,1.0,2.29,0.0789,pier,1.2499998
288,private,0.0,2.29,0.1643,pier,1.2499998
288,charter,0.0,31.29,0.5391,pier,1.2499998
289,beach,0.0,75.012,0.2537,pier,2.0833333
289,pier,1.0,75.012,0.1498,pier,2.0833333
289,private,0.0,75.012,0.0233,pier,2.0833333
289,charter,0.0,93.512,0.0219,pier,2.0833333
290,beach,0.0,4.29,0.0678,pier,2.9166665
290,pier,1.0,4.29,0.0789,pier,2.9166665
290,private,0.0,4.29,0.1643,pier,2.9166665
290,charter,0.0,33.29,0.5391,pier,2.9166665
291,beach,0.0,214.5,0.5333,private,2.9166665
291,pier,0.0,214.5,0.4522,private,2.9166665
291,private,1.0,4.29,0.0051,private,2.9166665
291,charter,0.0,39.29,1.0266,private,2.9166665
292,beach,0.0,75.012,0.1049,private,2.0833333
292,pier,0.0,75.012,0.0451,private,2.0833333
292,private,1.0,3.29,0.1574,private,2.0833333
292,charter,0.0,27.29,0.4671,private,2.0833333
293,beach,0.0,11.45,0.0678,charter,1.2499998
293,pier,0.0,11.45,0.0789,charter,1.2499998
293,private,0.0,6.87,0.0971,charter,1.2499998
293,charter,1.0,35.87,0.1648,charter,1.2499998
294,beach,0.0,31.45,0.0678,charter,4.583332
294,pier,0.0,31.45,0.0789,charter,4.583332
294,private,0.0,18.87,0.1643,charter,4.583332
294,charter,1.0,47.87,0.5391,charter,4.583332
295,beach,0.0,33.87,0.0678,charter,8.750001
295,pier,0.0,33.87,0.0503,charter,8.750001
295,private,0.0,33.87,0.2601,charter,8.750001
295,charter,1.0,58.87,0.5391,charter,8.750001
296,beach,0.0,843.186,0.5333,private,12.499998
296,pier,0.0,843.186,0.4522,private,12.499998
296,private,1.0,53.686,0.2413,private,12.499998
296,charter,0.0,88.686,1.0266,private,12.499998
297,beach,0.0,364.5,0.5333,charter,5.4166665
297,pier,0.0,364.5,0.4522,charter,5.4166665
297,private,0.0,7.29,0.0051,charter,5.4166665
297,charter,1.0,42.29,1.0266,charter,5.4166665
298,beach,0.0,314.5,0.5333,charter,4.583332
298,pier,0.0,314.5,0.4522,charter,4.583332
298,private,0.0,6.29,0.2413,charter,4.583332
298,charter,1.0,41.29,1.0266,charter,4.583332
299,beach,0.0,5.29,0.0678,charter,3.75
299,pier,0.0,5.29,0.0503,charter,3.75
299,private,0.0,5.29,0.023,charter,3.75
299,charter,1.0,30.29,0.1648,charter,3.75
300,beach,0.0,264.5,0.5333,private,3.75
300,pier,0.0,264.5,0.4522,private,3.75
300,private,1.0,5.29,0.2413,private,3.75
300,charter,0.0,40.29,1.0266,private,3.75
301,beach,0.0,7.29,0.0678,charter,5.4166665
301,pier,0.0,7.29,0.0789,charter,5.4166665
301,private,0.0,7.29,0.0971,charter,5.4166665
301,charter,1.0,36.29,0.1648,charter,5.4166665
302,beach,0.0,97.812,0.1049,private,2.9166665
302,pier,0.0,97.812,0.0451,private,2.9166665
302,private,1.0,4.29,0.0023,private,2.9166665
302,charter,0.0,28.29,0.0046,private,2.9166665
303,beach,0.0,3.29,0.0678,pier,2.0833333
303,pier,1.0,3.29,0.0503,pier,2.0833333
303,private,0.0,3.29,0.0276,pier,2.0833333
303,charter,0.0,28.29,0.0029,pier,2.0833333
304,beach,1.0,8.29,0.0678,beach,6.2500014
304,pier,0.0,8.29,0.0503,beach,6.2500014
304,private,0.0,8.29,0.2601,beach,6.2500014
304,charter,0.0,33.29,0.5391,beach,6.2500014
305,beach,0.0,10.58,0.0678,charter,3.75
305,pier,0.0,10.58,0.0503,charter,3.75
305,private,0.0,10.58,0.0276,charter,3.75
305,charter,1.0,35.58,0.0029,charter,3.75
306,beach,1.0,11.186,0.0678,beach,2.0833333
306,pier,0.0,11.186,0.0503,beach,2.0833333
306,private,0.0,11.186,0.2601,beach,2.0833333
306,charter,0.0,36.186,0.5391,beach,2.0833333
307,beach,1.0,38.386,0.0678,beach,8.750001
307,pier,0.0,38.386,0.0503,beach,8.750001
307,private,0.0,38.386,0.2601,beach,8.750001
307,charter,0.0,63.386,0.5391,beach,8.750001
308,beach,0.0,8.58,0.0678,private,2.9166665
308,pier,0.0,8.58,0.0503,private,2.9166665
308,private,1.0,8.58,0.0276,private,2.9166665
308,charter,0.0,33.58,0.0029,private,2.9166665
309,beach,0.0,38.61,0.0678,charter,2.9166665
309,pier,0.0,38.61,0.0025,charter,2.9166665
309,private,0.0,8.58,0.0499,charter,2.9166665
309,charter,1.0,37.58,0.2421,charter,2.9166665
310,beach,0.0,4.29,0.0678,charter,2.9166665
310,pier,0.0,4.29,0.0503,charter,2.9166665
310,private,0.0,4.29,0.2601,charter,2.9166665
310,charter,1.0,29.29,0.5391,charter,2.9166665
311,beach,0.0,4.29,0.0678,private,2.9166665
311,pier,0.0,4.29,0.0503,private,2.9166665
311,private,1.0,4.29,0.0276,private,2.9166665
311,charter,0.0,29.29,0.0029,private,2.9166665
312,beach,0.0,75.012,0.1049,charter,2.0833333
312,pier,0.0,75.012,0.0451,charter,2.0833333
312,private,0.0,3.29,0.0023,charter,2.0833333
312,charter,1.0,27.29,0.0046,charter,2.0833333
313,beach,0.0,214.5,0.5333,private,2.9166665
313,pier,0.0,214.5,0.4522,private,2.9166665
313,private,1.0,4.29,0.0051,private,2.9166665
313,charter,0.0,39.29,1.0266,private,2.9166665
314,beach,0.0,5.29,0.0678,private,3.75
314,pier,0.0,5.29,0.0503,private,3.75
314,private,1.0,5.29,0.0276,private,3.75
314,charter,0.0,30.29,0.0029,private,3.75
315,beach,0.0,143.412,0.1049,charter,4.583332
315,pier,0.0,143.412,0.0451,charter,4.583332
315,private,0.0,6.29,0.1574,charter,4.583332
315,charter,1.0,30.29,0.4671,charter,4.583332
316,beach,0.0,4.29,0.0678,charter,2.9166665
316,pier,0.0,4.29,0.0052,charter,2.9166665
316,private,0.0,4.29,0.1491,charter,2.9166665
316,charter,1.0,29.29,0.2421,charter,2.9166665
317,beach,0.0,6.29,0.0678,charter,4.583332
317,pier,0.0,6.29,0.0789,charter,4.583332
317,private,0.0,6.29,0.1643,charter,4.583332
317,charter,1.0,35.29,0.5391,charter,4.583332
318,beach,0.0,6.29,0.0678,private,4.583332
318,pier,0.0,6.29,0.0503,private,4.583332
318,private,1.0,6.29,0.2601,private,4.583332
318,charter,0.0,31.29,0.5391,private,4.583332
319,beach,0.0,4.29,0.0678,charter,2.9166665
319,pier,0.0,4.29,0.0503,charter,2.9166665
319,private,0.0,4.29,0.0276,charter,2.9166665
319,charter,1.0,29.29,0.0029,charter,2.9166665
320,beach,0.0,3.29,0.0678,pier,2.0833333
320,pier,1.0,3.29,0.0052,pier,2.0833333
320,private,0.0,3.29,0.1491,pier,2.0833333
320,charter,0.0,28.29,0.2421,pier,2.0833333
321,beach,0.0,26.32,0.0678,charter,2.0833333
321,pier,0.0,26.32,0.0789,charter,2.0833333
321,private,0.0,3.29,0.1643,charter,2.0833333
321,charter,1.0,32.29,0.0041,charter,2.0833333
322,beach,0.0,4.29,0.0678,pier,2.9166665
322,pier,1.0,4.29,0.0503,pier,2.9166665
322,private,0.0,4.29,0.2601,pier,2.9166665
322,charter,0.0,29.29,0.5391,pier,2.9166665
323,beach,0.0,2.29,0.0678,pier,1.2499998
323,pier,1.0,2.29,0.0503,pier,1.2499998
323,private,0.0,2.29,0.2601,pier,1.2499998
323,charter,0.0,27.29,0.5391,pier,1.2499998
324,beach,0.0,2.29,0.0678,pier,1.2499998
324,pier,1.0,2.29,0.0503,pier,1.2499998
324,private,0.0,2.29,0.2601,pier,1.2499998
324,charter,0.0,27.29,0.5391,pier,1.2499998
325,beach,1.0,4.29,0.0678,beach,2.9166665
325,pier,0.0,4.29,0.0503,beach,2.9166665
325,private,0.0,4.29,0.2601,beach,2.9166665
325,charter,0.0,29.29,0.5391,beach,2.9166665
326,beach,0.0,8.29,0.0678,private,6.2500014
326,pier,0.0,8.29,0.0503,private,6.2500014
326,private,1.0,8.29,0.2601,private,6.2500014
326,charter,0.0,33.29,0.5391,private,6.2500014
327,beach,0.0,7.29,0.0678,private,5.4166665
327,pier,0.0,7.29,0.0503,private,5.4166665
327,private,1.0,7.29,0.2601,private,5.4166665
327,charter,0.0,32.29,0.5391,private,5.4166665
328,beach,0.0,13.29,0.0678,pier,10.416666
328,pier,1.0,13.29,0.0503,pier,10.416666
328,private,0.0,13.29,0.2601,pier,10.416666
328,charter,0.0,38.29,0.5391,pier,10.416666
329,beach,0.0,3.29,0.0678,private,2.0833333
329,pier,0.0,3.29,0.0503,private,2.0833333
329,private,1.0,3.29,0.023,private,2.0833333
329,charter,0.0,28.29,0.1648,private,2.0833333
330,beach,0.0,6.29,0.0678,private,4.583332
330,pier,0.0,6.29,0.0052,private,4.583332
330,private,1.0,6.29,0.1491,private,4.583332
330,charter,0.0,31.29,0.2421,private,4.583332
331,beach,0.0,26.32,0.0678,charter,2.0833333
331,pier,0.0,26.32,0.0789,charter,2.0833333
331,private,0.0,3.29,0.0971,charter,2.0833333
331,charter,1.0,32.29,0.1648,charter,2.0833333
332,beach,0.0,4.29,0.0678,private,2.9166665
332,pier,0.0,4.29,0.0503,private,2.9166665
332,private,1.0,4.29,0.0276,private,2.9166665
332,charter,0.0,29.29,0.0029,private,2.9166665
333,beach,0.0,6.29,0.0678,private,4.583332
333,pier,0.0,6.29,0.0503,private,4.583332
333,private,1.0,6.29,0.0276,private,4.583332
333,charter,0.0,31.29,0.0029,private,4.583332
334,beach,0.0,74.61,0.0678,charter,6.2500014
334,pier,0.0,74.61,0.0025,charter,6.2500014
334,private,0.0,16.58,0.0499,charter,6.2500014
334,charter,1.0,45.58,0.2421,charter,6.2500014
335,beach,0.0,4.29,0.0678,pier,2.9166665
335,pier,1.0,4.29,0.0503,pier,2.9166665
335,private,0.0,4.29,0.2601,pier,2.9166665
335,charter,0.0,29.29,0.5391,pier,2.9166665
336,beach,0.0,6.29,0.0678,charter,4.583332
336,pier,0.0,6.29,0.0503,charter,4.583332
336,private,0.0,6.29,0.2601,charter,4.583332
336,charter,1.0,31.29,0.5391,charter,4.583332
337,beach,1.0,2.29,0.0678,beach,1.2499998
337,pier,0.0,2.29,0.0503,beach,1.2499998
337,private,0.0,2.29,0.0276,beach,1.2499998
337,charter,0.0,27.29,0.0029,beach,1.2499998
338,beach,0.0,5.29,0.0678,pier,3.75
338,pier,1.0,5.29,0.0503,pier,3.75
338,private,0.0,5.29,0.0276,pier,3.75
338,charter,0.0,30.29,0.0029,pier,3.75
339,beach,0.0,3.29,0.0678,private,2.0833333
339,pier,0.0,3.29,0.0503,private,2.0833333
339,private,1.0,3.29,0.0276,private,2.0833333
339,charter,0.0,28.29,0.0029,private,2.0833333
340,beach,0.0,2.29,0.0678,private,1.2499998
340,pier,0.0,2.29,0.0503,private,1.2499998
340,private,1.0,2.29,0.0276,private,1.2499998
340,charter,0.0,27.29,0.0029,private,1.2499998
341,beach,0.0,34.32,0.0678,private,2.9166665
341,pier,0.0,34.32,0.0789,private,2.9166665
341,private,1.0,4.29,0.0014,private,2.9166665
341,charter,0.0,33.29,0.0029,private,2.9166665
342,beach,0.0,6.29,0.0678,charter,4.583332
342,pier,0.0,6.29,0.0503,charter,4.583332
342,private,0.0,6.29,0.0276,charter,4.583332
342,charter,1.0,31.29,0.0029,charter,4.583332
343,beach,0.0,9.29,0.0678,private,7.0833316
343,pier,0.0,9.29,0.0503,private,7.0833316
343,private,1.0,9.29,0.2601,private,7.0833316
343,charter,0.0,34.29,0.5391,private,7.0833316
344,beach,1.0,306.82,0.5333,beach,3.75
344,pier,0.0,306.82,0.4522,beach,3.75
344,private,0.0,42.32,0.2413,beach,3.75
344,charter,0.0,77.32,1.0266,beach,3.75
345,beach,0.0,65.61,0.0678,private,5.4166665
345,pier,0.0,65.61,0.0789,private,5.4166665
345,private,1.0,231.822,0.0897,private,5.4166665
345,charter,0.0,266.822,1.0905,private,5.4166665
346,beach,0.0,8.29,0.0678,private,6.2500014
346,pier,0.0,8.29,0.0503,private,6.2500014
346,private,1.0,8.29,0.0276,private,6.2500014
346,charter,0.0,33.29,0.0029,private,6.2500014
347,beach,0.0,132.132,0.1049,charter,2.9166665
347,pier,0.0,132.132,0.0079,charter,2.9166665
347,private,0.0,34.32,0.0613,charter,2.9166665
347,charter,1.0,58.32,0.3087,charter,2.9166665
348,beach,0.0,26.32,0.0678,charter,2.0833333
348,pier,0.0,26.32,0.0789,charter,2.0833333
348,private,0.0,3.29,0.0014,charter,2.0833333
348,charter,1.0,32.29,0.0029,charter,2.0833333
349,beach,0.0,7.29,0.0678,charter,5.4166665
349,pier,0.0,7.29,0.0503,charter,5.4166665
349,private,0.0,7.29,0.2601,charter,5.4166665
349,charter,1.0,32.29,0.5391,charter,5.4166665
350,beach,0.0,51.45,0.0678,private,7.9166665
350,pier,0.0,51.45,0.0789,private,7.9166665
350,private,1.0,30.87,0.1643,private,7.9166665
350,charter,0.0,59.87,0.5391,private,7.9166665
351,beach,0.0,30.87,0.0678,private,7.9166665
351,pier,0.0,30.87,0.0503,private,7.9166665
351,private,1.0,30.87,0.2601,private,7.9166665
351,charter,0.0,55.87,0.5391,private,7.9166665
352,beach,0.0,12.87,0.0678,private,2.9166665
352,pier,0.0,12.87,0.0503,private,2.9166665
352,private,1.0,12.87,0.0276,private,2.9166665
352,charter,0.0,37.87,0.0029,private,2.9166665
353,beach,0.0,21.87,0.0678,charter,5.4166665
353,pier,0.0,21.87,0.0503,charter,5.4166665
353,private,0.0,21.87,0.023,charter,5.4166665
353,charter,1.0,46.87,0.1648,charter,5.4166665
354,beach,1.0,24.786,0.0678,beach,5.4166665
354,pier,0.0,24.786,0.0503,beach,5.4166665
354,private,0.0,24.786,0.2601,beach,5.4166665
354,charter,0.0,49.786,0.5391,beach,5.4166665
355,beach,0.0,21.386,0.0678,charter,4.583332
355,pier,0.0,21.386,0.0789,charter,4.583332
355,private,0.0,21.386,0.1643,charter,4.583332
355,charter,1.0,50.386,0.5391,charter,4.583332
356,beach,0.0,455.95,0.5333,charter,6.2500014
356,pier,0.0,455.95,0.0069,charter,6.2500014
356,private,0.0,41.45,0.0361,charter,6.2500014
356,charter,1.0,76.45,0.4216,charter,6.2500014
357,beach,0.0,12.87,0.0678,private,2.9166665
357,pier,0.0,12.87,0.0503,private,2.9166665
357,private,1.0,12.87,0.2601,private,2.9166665
357,charter,0.0,37.87,0.5391,private,2.9166665
358,beach,0.0,119.262,0.2537,charter,2.9166665
358,pier,0.0,119.262,0.1498,charter,2.9166665
358,private,0.0,235.95,0.0531,charter,2.9166665
358,charter,1.0,260.95,0.0052,charter,2.9166665
359,beach,0.0,15.87,0.0678,private,3.75
359,pier,0.0,15.87,0.0503,private,3.75
359,private,1.0,15.87,0.2601,private,3.75
359,charter,0.0,40.87,0.5391,private,3.75
360,beach,0.0,24.87,0.0678,private,6.2500014
360,pier,0.0,24.87,0.0503,private,6.2500014
360,private,1.0,24.87,0.2601,private,6.2500014
360,charter,0.0,49.87,0.5391,private,6.2500014
361,beach,0.0,46.45,0.0678,charter,7.0833316
361,pier,0.0,46.45,0.0789,charter,7.0833316
361,private,0.0,27.87,0.1643,charter,7.0833316
361,charter,1.0,56.87,0.0041,charter,7.0833316
362,beach,1.0,4.122,0.0678,beach,1.2499998
362,pier,0.0,4.122,0.0503,beach,1.2499998
362,private,0.0,4.122,0.2601,beach,1.2499998
362,charter,0.0,29.122,0.5391,beach,1.2499998
363,beach,0.0,4.122,0.0678,pier,1.2499998
363,pier,1.0,4.122,0.0503,pier,1.2499998
363,private,0.0,4.122,0.2601,pier,1.2499998
363,charter,0.0,29.122,0.5391,pier,1.2499998
364,beach,0.0,130.832,0.0678,private,4.583332
364,pier,0.0,130.832,0.0503,private,4.583332
364,private,1.0,130.832,0.2601,private,4.583332
364,charter,0.0,155.832,0.5391,private,4.583332
365,beach,0.0,119.554,0.1049,private,3.75
365,pier,0.0,119.554,0.0451,private,3.75
365,private,1.0,73.002,0.0238,private,3.75
365,charter,0.0,97.002,0.0468,private,3.75
366,beach,0.0,45.402,0.0678,private,2.0833333
366,pier,0.0,45.402,0.0789,private,2.0833333
366,private,1.0,74.354,0.0897,private,2.0833333
366,charter,0.0,109.354,1.0905,private,2.0833333
367,beach,0.0,45.402,0.0678,charter,2.0833333
367,pier,0.0,45.402,0.0789,charter,2.0833333
367,private,0.0,74.354,0.0559,charter,2.0833333
367,charter,1.0,109.354,0.6456,charter,2.0833333
368,beach,0.0,119.554,0.1049,private,3.75
368,pier,0.0,119.554,0.0451,private,3.75
368,private,1.0,73.002,0.1574,private,3.75
368,charter,0.0,97.002,0.4671,private,3.75
369,beach,0.0,31.602,0.0678,charter,1.2499998
369,pier,0.0,31.602,0.0789,charter,1.2499998
369,private,0.0,51.754,0.0102,charter,1.2499998
369,charter,1.0,86.754,0.0209,charter,1.2499998
370,beach,0.0,106.714,0.5333,charter,1.2499998
370,pier,0.0,106.714,0.0069,charter,1.2499998
370,private,0.0,31.602,0.0361,charter,1.2499998
370,charter,1.0,66.602,0.4216,charter,1.2499998
371,beach,1.0,37.098,0.0678,beach,1.2499998
371,pier,0.0,37.098,0.0789,beach,1.2499998
371,private,0.0,37.098,0.1643,beach,1.2499998
371,charter,0.0,66.098,0.5391,beach,1.2499998
372,beach,0.0,20.898,0.0678,pier,0.4166667
372,pier,1.0,20.898,0.0789,pier,0.4166667
372,private,0.0,20.898,0.1643,pier,0.4166667
372,charter,0.0,49.898,0.5391,pier,0.4166667
373,beach,0.0,393.66,0.5333,charter,5.4166665
373,pier,0.0,393.66,0.4522,charter,5.4166665
373,private,0.0,154.548,0.0156,charter,5.4166665
373,charter,1.0,189.548,0.0058,charter,5.4166665
374,beach,0.0,177.66,0.5333,charter,2.0833333
374,pier,0.0,177.66,0.0069,charter,2.0833333
374,private,0.0,69.748,0.0361,charter,2.0833333
374,charter,1.0,104.748,0.4216,charter,2.0833333
375,beach,0.0,26.832,0.0678,charter,0.4166667
375,pier,0.0,26.832,0.0052,charter,0.4166667
375,private,0.0,26.832,0.1491,charter,0.4166667
375,charter,1.0,51.832,0.2421,charter,0.4166667
376,beach,0.0,110.032,0.0678,charter,3.75
376,pier,0.0,110.032,0.0503,charter,3.75
376,private,0.0,110.032,0.2601,charter,3.75
376,charter,1.0,135.032,0.5391,charter,3.75
377,beach,0.0,151.632,0.0678,private,5.4166665
377,pier,0.0,151.632,0.0789,private,5.4166665
377,private,1.0,236.196,0.0102,private,5.4166665
377,charter,0.0,271.196,0.0209,private,5.4166665
378,beach,0.0,511.596,0.1049,private,12.499998
378,pier,0.0,511.596,0.0451,private,12.499998
378,private,1.0,328.432,0.0023,private,12.499998
378,charter,0.0,352.432,0.0046,private,12.499998
379,beach,0.0,353.498,0.5333,charter,4.583332
379,pier,0.0,353.498,0.4522,charter,4.583332
379,private,0.0,130.832,0.2413,charter,4.583332
379,charter,1.0,165.832,1.0266,charter,4.583332
380,beach,0.0,68.432,0.0678,private,2.0833333
380,pier,0.0,68.432,0.0789,private,2.0833333
380,private,1.0,106.596,0.0559,private,2.0833333
380,charter,0.0,141.596,0.6456,private,2.0833333
381,beach,0.0,90.948,0.0678,pier,2.9166665
381,pier,1.0,90.948,0.0789,pier,2.9166665
381,private,0.0,90.948,0.0014,pier,2.9166665
381,charter,0.0,119.948,0.0029,pier,2.9166665
382,beach,0.0,132.99,0.1049,private,2.9166665
382,pier,0.0,132.99,0.0451,private,2.9166665
382,private,1.0,90.948,0.0023,private,2.9166665
382,charter,0.0,114.948,0.0046,private,2.9166665
383,beach,0.0,90.948,0.0678,charter,2.9166665
383,pier,0.0,90.948,0.0052,charter,2.9166665
383,private,0.0,132.99,0.0732,charter,2.9166665
383,charter,1.0,162.49,0.1726,charter,2.9166665
384,beach,0.0,65.016,0.5333,charter,0.4166667
384,pier,0.0,65.016,0.4522,charter,0.4166667
384,private,0.0,26.574,0.2413,charter,0.4166667
384,charter,1.0,61.574,1.0266,charter,0.4166667
385,beach,0.0,216.216,0.5333,charter,2.9166665
385,pier,0.0,216.216,0.4522,charter,2.9166665
385,private,0.0,88.374,0.0156,charter,2.9166665
385,charter,1.0,123.374,0.0058,charter,2.9166665
386,beach,0.0,319.302,0.1049,private,5.4166665
386,pier,0.0,319.302,0.0079,private,5.4166665
386,private,1.0,247.86,0.0613,private,5.4166665
386,charter,0.0,271.86,0.3087,private,5.4166665
387,beach,0.0,295.422,0.1049,private,7.0833316
387,pier,0.0,295.422,0.0451,private,7.0833316
387,private,1.0,115.196,0.1574,private,7.0833316
387,charter,0.0,139.196,0.4671,private,7.0833316
388,beach,0.0,150.174,0.0678,pier,5.4166665
388,pier,1.0,150.174,0.0789,pier,5.4166665
388,private,0.0,170.586,0.1643,pier,5.4166665
388,charter,0.0,199.586,0.5391,pier,5.4166665
389,beach,0.0,367.416,0.5333,charter,5.4166665
389,pier,0.0,367.416,0.4522,charter,5.4166665
389,private,0.0,150.174,0.2413,charter,5.4166665
389,charter,1.0,185.174,1.0266,charter,5.4166665
390,beach,0.0,170.774,0.0678,charter,6.2500014
390,pier,0.0,170.774,0.0025,charter,6.2500014
390,private,0.0,218.856,0.0108,charter,6.2500014
390,charter,1.0,253.856,0.2377,charter,6.2500014
391,beach,0.0,88.374,0.0678,charter,2.9166665
391,pier,0.0,88.374,0.0789,charter,2.9166665
391,private,0.0,113.256,0.0559,charter,2.9166665
391,charter,1.0,148.256,0.6456,charter,2.9166665
392,beach,1.0,47.174,0.0678,beach,1.2499998
392,pier,0.0,47.174,0.0789,beach,1.2499998
392,private,0.0,53.586,0.1643,beach,1.2499998
392,charter,0.0,82.586,0.5391,beach,1.2499998
393,beach,0.0,129.574,0.0678,pier,4.583332
393,pier,1.0,129.574,0.0789,pier,4.583332
393,private,0.0,147.186,0.1643,pier,4.583332
393,charter,0.0,176.186,0.5391,pier,4.583332
394,beach,0.0,108.974,0.0678,pier,3.75
394,pier,1.0,108.974,0.0789,pier,3.75
394,private,0.0,123.786,0.1643,pier,3.75
394,charter,0.0,152.786,0.5391,pier,3.75
395,beach,0.0,569.016,0.5333,charter,8.750001
395,pier,0.0,569.016,0.4522,charter,8.750001
395,private,0.0,232.574,0.2413,charter,8.750001
395,charter,1.0,267.574,1.0266,charter,8.750001
396,beach,0.0,88.374,0.0678,charter,2.9166665
396,pier,0.0,88.374,0.0789,charter,2.9166665
396,private,0.0,100.386,0.1643,charter,2.9166665
396,charter,1.0,129.386,0.5391,charter,2.9166665
397,beach,0.0,317.016,0.5333,charter,4.583332
397,pier,0.0,317.016,0.4522,charter,4.583332
397,private,0.0,129.574,0.1665,charter,4.583332
397,charter,1.0,164.574,0.3975,charter,4.583332
398,beach,0.0,106.596,0.2537,charter,2.0833333
398,pier,0.0,106.596,0.1498,charter,2.0833333
398,private,0.0,168.448,0.6817,charter,2.0833333
